"Id","SalePrice"
1461,120991.373514563
1462,156178.132943773
1463,183659.058474783
1464,197800.074970679
1465,204452.017427525
1466,174745.19773981
1467,179007.143843973
1468,162658.590088068
1469,190466.651015634
1470,121728.868735863
1471,192034.520554835
1472,97655.5423110089
1473,95054.9446530325
1474,144396.574402517
1475,108387.210983779
1476,366660.968337915
1477,262902.908702631
1478,293600.703792439
1479,269261.994163734
1480,508032.126266813
1481,335036.207035496
1482,215479.23372356
1483,177347.415445754
1484,159706.811583856
1485,185805.218368044
1486,193304.48083014
1487,342061.815768794
1488,246504.975788835
1489,200968.290197641
1490,229241.158090137
1491,193759.63001815
1492,90978.8616730949
1493,178761.457669021
1494,302716.196994817
1495,301181.234521162
1496,227030.705406167
1497,182200.537298772
1498,161374.411355986
1499,160038.415931958
1500,152745.320569578
1501,177313.243084607
1502,148402.505962617
1503,290789.638488994
1504,247686.213210344
1505,231644.446983474
1506,196420.661562669
1507,247542.156687873
1508,203089.280500621
1509,158356.597477886
1510,144213.213983452
1511,148212.608423625
1512,180979.289834813
1513,137992.234604489
1514,167127.642370708
1515,204143.494159669
1516,154974.331232625
1517,167691.121958545
1518,130765.688821613
1519,213511.934647122
1520,127634.516844673
1521,133605.948658729
1522,181739.295913937
1523,109850.047432783
1524,127281.791881918
1525,123662.231142194
1526,115116.452751847
1527,107878.750367966
1528,142633.62267275
1529,140672.898935048
1530,188135.189518183
1531,113519.742576369
1532,106077.23339529
1533,153631.760834877
1534,123648.792149058
1535,150437.076647291
1536,111604.341176263
1537,55128.9540531922
1538,167508.798684916
1539,195222.064604704
1540,81658.9722882812
1541,149573.598166234
1542,142287.166879041
1543,198491.381379881
1544,85735.6372040088
1545,117754.375267434
1546,138797.360013548
1547,134685.279887382
1548,138822.774437266
1549,119281.888363665
1550,137018.348567939
1551,114363.306449435
1552,128767.275966337
1553,152733.100507189
1554,114281.947272687
1555,166855.927013967
1556,91800.8389079951
1557,104546.002598387
1558,98362.3732787208
1559,73682.7108952106
1560,137173.250781868
1561,126168.329530805
1562,129521.831726158
1563,122860.570903798
1564,162031.309684401
1565,150394.722846211
1566,242856.708979611
1567,74783.1791005767
1568,236360.252612273
1569,119064.569839054
1570,136211.514265986
1571,121355.400414857
1572,141630.972641688
1573,233297.79316462
1574,106786.146796331
1575,214340.06594961
1576,254584.560676455
1577,181457.207995892
1578,146375.575098304
1579,150731.671868574
1580,198846.511076987
1581,152066.597495621
1582,125227.280002513
1583,318994.734599055
1584,217693.922888392
1585,138954.437924906
1586,67644.0915788409
1587,95923.684775978
1588,142562.717070079
1589,98186.7525309142
1590,134980.455416266
1591,95535.2465714858
1592,123685.354003505
1593,130336.768181815
1594,128541.062736913
1595,100985.801217911
1596,238151.407350498
1597,189119.573391061
1598,228921.037323572
1599,168547.611699909
1600,169066.522351283
1601,64024.4887448347
1602,113036.120926331
1603,78103.4254523658
1604,262543.072687591
1605,248971.69276314
1606,171817.468857261
1607,175732.794611766
1608,223844.081863941
1609,186897.204684482
1610,152692.899513504
1611,140095.549027203
1612,163181.366883183
1613,166277.036428154
1614,117124.535490888
1615,93477.2183424878
1616,77228.5670056831
1617,93135.2546806528
1618,119348.880160522
1619,136188.054734925
1620,148067.190622821
1621,141126.45144308
1622,140687.440646677
1623,265718.71286737
1624,206339.011813844
1625,119419.153332466
1626,175688.229014699
1627,194314.00586942
1628,259593.484387215
1629,178229.927997673
1630,354550.752847224
1631,238565.132331472
1632,254520.64533221
1633,169551.539415743
1634,184660.824900285
1635,177932.681243332
1636,151218.017834392
1637,210132.527606883
1638,183806.193094228
1639,190206.198784924
1640,241005.910341119
1641,179341.553885123
1642,225816.913729708
1643,224224.727060919
1644,233229.829470233
1645,201870.209447702
1646,163507.701688295
1647,164427.533288762
1648,127555.900410227
1649,141004.061360756
1650,112864.326508468
1651,120410.707251397
1652,100955.459611443
1653,103752.619173635
1654,141095.618668369
1655,135859.118023156
1656,140109.774482156
1657,146773.164164884
1658,141143.402189211
1659,120399.877908995
1660,157011.268078403
1661,458117.707495304
1662,402577.561396018
1663,381738.361145444
1664,545619.991397775
1665,306613.701923263
1666,322970.742441554
1667,365172.435286486
1668,334956.521773807
1669,299829.228496993
1670,353786.828306861
1671,272261.870825947
1672,464592.140986907
1673,302564.566747166
1674,255759.784067643
1675,193313.787893499
1676,195158.556807124
1677,229325.679304095
1678,478557.693224467
1679,374585.110548083
1680,340333.106754951
1681,248656.062646389
1682,306324.030486753
1683,186153.378014039
1684,173886.316491229
1685,170883.975578459
1686,165862.154067544
1687,165978.963854379
1688,188240.586384459
1689,194166.8281306
1690,196799.60155336
1691,188355.057939427
1692,256430.172648497
1693,160961.257887876
1694,181584.251741943
1695,165480.600265502
1696,278824.616282024
1697,172615.949708502
1698,357657.824399642
1699,327014.767185066
1700,253763.345335388
1701,277781.035598321
1702,260322.574742236
1703,260638.041622928
1704,290573.802553189
1705,229110.460104181
1706,398967.654554657
1707,212120.224864037
1708,206120.162292691
1709,279931.491787368
1710,225366.668814886
1711,268476.168186397
1712,267827.105568929
1713,271780.087543842
1714,223416.53018836
1715,213042.493997089
1716,183723.727930398
1717,176179.592016283
1718,141810.403212761
1719,201301.756786184
1720,229062.6521858
1721,157960.970008673
1722,125059.269122875
1723,150229.792995498
1724,212967.430514018
1725,232693.02491063
1726,184493.070723959
1727,156508.406647084
1728,170515.948874345
1729,168235.266474146
1730,159983.799324063
1731,122377.804437337
1732,128663.142802086
1733,115161.804763755
1734,118361.29679913
1735,120865.522588281
1736,110253.00963672
1737,342905.457925236
1738,245561.753237906
1739,250382.497876967
1740,218616.923947522
1741,190153.217916237
1742,172032.089640849
1743,179582.817269195
1744,310854.820015974
1745,214752.942314909
1746,181348.707737476
1747,215817.176756356
1748,212794.44727601
1749,139310.979564203
1750,125168.383068574
1751,241489.170361384
1752,120444.843475923
1753,149551.419679034
1754,195635.803461382
1755,171633.957448299
1756,127572.937292454
1757,119866.207354937
1758,145602.859402826
1759,178304.890521297
1760,164181.872725321
1761,146260.815095412
1762,176077.732872565
1763,179461.05967654
1764,116922.626162199
1765,168991.268405669
1766,191589.603144784
1767,231076.462287696
1768,141517.885757275
1769,178673.360147589
1770,154840.681511431
1771,119406.385761322
1772,137320.329207953
1773,124184.242243221
1774,143680.699169574
1775,140754.060278918
1776,123331.466388527
1777,111508.027768057
1778,139163.190610572
1779,113294.380125798
1780,184985.658634651
1781,127528.773254465
1782,86081.2049177545
1783,141064.257586179
1784,101796.012698377
1785,114217.613839257
1786,144049.228818976
1787,157016.991588576
1788,58972.1836125131
1789,95920.0893628697
1790,72916.8170800589
1791,175530.617299389
1792,169660.896260585
1793,139533.973947057
1794,147840.574160109
1795,137550.064582791
1796,119295.202013756
1797,112813.206498951
1798,117410.370158855
1799,106735.213631208
1800,120472.092848199
1801,130678.407838036
1802,135731.698405988
1803,147832.435201475
1804,144249.093090649
1805,138684.413623305
1806,125323.981312062
1807,126372.121530694
1808,122715.71212371
1809,124717.174502398
1810,138177.219205548
1811,95463.659467767
1812,97444.8697058503
1813,125310.297099182
1814,88721.0546926752
1815,53890.7007768437
1816,98133.3677918656
1817,101582.229865205
1818,139902.777253081
1819,118797.333507398
1820,65008.8064820001
1821,110203.210858711
1822,141442.49494125
1823,51034.6500738865
1824,129382.862582904
1825,129061.661030966
1826,104964.968286082
1827,106337.061564613
1828,145356.310242869
1829,136891.458301169
1830,147917.633557802
1831,158768.050723093
1832,72789.473780837
1833,141136.431344688
1834,121103.559632756
1835,127565.207092579
1836,114000.12095103
1837,91864.5730821509
1838,127936.205169853
1839,93192.3011974969
1840,156585.439125312
1841,138213.430286084
1842,86203.4511859538
1843,129315.073784306
1844,136520.708396733
1845,140285.482674927
1846,155402.511412964
1847,165042.331054882
1848,54881.8711605187
1849,114771.370641125
1850,117712.954647262
1851,152939.429745055
1852,127717.753915603
1853,122127.70172851
1854,168075.35436902
1855,145640.898284153
1856,229193.916346273
1857,143139.351701796
1858,133294.414901243
1859,119196.076543359
1860,147131.667232812
1861,118776.095045943
1862,308979.940062399
1863,289262.435967339
1864,289339.663616512
1865,317191.150379262
1866,312072.852923413
1867,235103.690919811
1868,286442.177752506
1869,203395.434276702
1870,235568.065535656
1871,238161.15649174
1872,173462.909163401
1873,252696.744424865
1874,150920.739876269
