"Id","SalePrice"
1461,121597.528190787
1462,156963.05898319
1463,185035.15907649
1464,198922.9078354
1465,202891.208256161
1466,174999.07372822
1467,179217.76151259
1468,163780.558485193
1469,190295.50124746
1470,122910.958954906
1471,192463.701046643
1472,97343.9427960318
1473,95070.0600787659
1474,145238.77604932
1475,109031.9128732
1476,371529.055655771
1477,261475.15455295
1478,291463.944883936
1479,268154.53963804
1480,516031.834409871
1481,334475.568740889
1482,215796.595696282
1483,176878.554066493
1484,160312.330878285
1485,184799.241611738
1486,193540.728199718
1487,341973.33940115
1488,246477.859493038
1489,202537.390207261
1490,229639.285189132
1491,194562.147794487
1492,90957.1603439284
1493,181355.657807959
1494,304033.903906939
1495,302738.390171887
1496,228663.911788059
1497,183496.523543487
1498,162647.005701499
1499,161494.901254689
1500,154342.550198013
1501,177910.429282154
1502,147837.205706685
1503,294826.858236546
1504,248146.416875416
1505,232474.867733814
1506,198224.555972429
1507,249916.047776894
1508,204440.043976642
1509,160088.167227985
1510,145783.567203931
1511,148891.73167053
1512,181663.211186772
1513,138906.224950933
1514,167954.033962059
1515,204855.297764456
1516,154270.539156731
1517,167560.492026496
1518,129545.369195979
1519,213852.19803193
1520,128988.035184777
1521,134766.869941271
1522,181675.019649549
1523,110838.870732447
1524,128829.090278837
1525,124683.010118093
1526,116260.555955863
1527,108085.696140088
1528,142849.726866053
1529,141665.547137195
1530,188567.576267507
1531,113057.499796287
1532,106394.568908911
1533,154711.5555323
1534,123131.071311006
1535,152145.20994725
1536,112623.876249199
1537,54821.0615221148
1538,170655.367055883
1539,194741.350923503
1540,83113.1049451851
1541,150512.396581986
1542,142321.53292255
1543,202330.552488716
1544,85725.8990126703
1545,118227.829482582
1546,138194.764308775
1547,134478.350867448
1548,139401.942225159
1549,119298.688613762
1550,137188.620426471
1551,114871.145757462
1552,130526.617457749
1553,151927.674575488
1554,113788.78749131
1555,166789.415176503
1556,91423.2889372122
1557,104414.710171256
1558,97209.2039417529
1559,74543.1934829275
1560,136086.37048127
1561,128492.17584187
1562,130972.046225811
1563,124370.121244001
1564,162149.430921734
1565,149964.368229079
1566,241696.457185639
1567,74199.8871015776
1568,233991.321034287
1569,117822.600525429
1570,136244.339573899
1571,121353.091946097
1572,141914.564474078
1573,231806.278769147
1574,104310.072640687
1575,211577.844244923
1576,250864.569485502
1577,182854.719575251
1578,145621.646019226
1579,150806.287059962
1580,199889.152102451
1581,153377.602149276
1582,126622.56911265
1583,322101.041278446
1584,217915.263801592
1585,139320.087956622
1586,67057.0513440775
1587,95388.8612966375
1588,142788.525752819
1589,98543.6977414586
1590,134824.719367163
1591,96053.7288014875
1592,124508.522371974
1593,130338.471658798
1594,130840.142242434
1595,99604.9116107663
1596,238208.290301923
1597,188417.591295301
1598,228774.947265638
1599,168095.9579563
1600,168549.88475015
1601,65638.5562409787
1602,114805.741536518
1603,82497.2465888103
1604,260103.257572093
1605,248774.448412975
1606,172949.59124625
1607,174899.294043734
1608,222965.114513175
1609,186937.330731939
1610,153851.281933661
1611,141098.123786967
1612,164396.564186182
1613,167650.317949709
1614,116080.273266918
1615,93484.2367840875
1616,76456.8083418571
1617,93727.4419982726
1618,120504.775758176
1619,138297.091744083
1620,146590.558840297
1621,141962.442635683
1622,141570.562476027
1623,265995.072976872
1624,205507.300581936
1625,120061.822924314
1626,175779.584159893
1627,194529.296064936
1628,258740.078361028
1629,178298.952995129
1630,356271.217109044
1631,237630.858625895
1632,252053.800367044
1633,168446.934610755
1634,184625.304428005
1635,178586.898155194
1636,151651.20956278
1637,211611.454593345
1638,184375.310046809
1639,190721.404581344
1640,243495.651386488
1641,179228.551296158
1642,225900.679742873
1643,223337.469104331
1644,232824.054410356
1645,200427.676699766
1646,164507.65016803
1647,163614.646392891
1648,128910.039567177
1649,142348.315907778
1650,114284.041834324
1651,120943.256208099
1652,100830.635488726
1653,103742.615178809
1654,141221.597667944
1655,136677.223207243
1656,141447.88505346
1657,147368.925503532
1658,140789.823187707
1659,121400.347743864
1660,157830.936661307
1661,460904.238198076
1662,404842.301411068
1663,387419.682629854
1664,552850.531612073
1665,309493.900908515
1666,321999.190224399
1667,368087.229038526
1668,337832.179337588
1669,300440.14248634
1670,356775.144285761
1671,272245.778772269
1672,471846.934368555
1673,302869.086877934
1674,255346.395916085
1675,193362.887216415
1676,196424.244726447
1677,229385.820251008
1678,488031.758397595
1679,377207.708373443
1680,346298.946288369
1681,252701.804677254
1682,305278.684647992
1683,185551.87328839
1684,173602.225146473
1685,171587.120176308
1686,165968.648144214
1687,165224.065545652
1688,188328.57356067
1689,195028.556734878
1690,196901.147138714
1691,188033.732639228
1692,255955.037309056
1693,160400.436277018
1694,182930.762157043
1695,165943.142552738
1696,274073.413946566
1697,173321.271815499
1698,360642.331615037
1699,328399.425298481
1700,256961.420292228
1701,279860.437057671
1702,259049.24402352
1703,260356.566838165
1704,291989.762690496
1705,229775.842177211
1706,407836.829420787
1707,213431.376327839
1708,208179.438123354
1709,280108.933608357
1710,226743.672355674
1711,268688.254033246
1712,270033.351780836
1713,273407.052930149
1714,223845.362558234
1715,214012.032417445
1716,184537.986990529
1717,176618.018346976
1718,142729.067831893
1719,200943.453206315
1720,231479.288604121
1721,158582.163913939
1722,125955.37845859
1723,151335.31952734
1724,213786.175951107
1725,231738.519712155
1726,183972.290432447
1727,156655.764679834
1728,169734.247181793
1729,168529.028965406
1730,160549.845554772
1731,123306.824650668
1732,129835.348323892
1733,115857.4760316
1734,118943.60742002
1735,120742.354669876
1736,110905.93943753
1737,345160.340202755
1738,246479.768237209
1739,253447.001776416
1740,220419.637862198
1741,192415.924029802
1742,173315.852988974
1743,180171.558057672
1744,318198.093058466
1745,216708.12469754
1746,176788.296217673
1747,213983.578447279
1748,213112.040847732
1749,139324.067106426
1750,125622.621563929
1751,241432.248526047
1752,121636.721216474
1753,150809.362738818
1754,195880.274248405
1755,172849.029959988
1756,130006.055373034
1757,121246.472451966
1758,146750.902182751
1759,179202.13174494
1760,163907.670212259
1761,145297.765424655
1762,177880.108461968
1763,179575.538584701
1764,117621.806770213
1765,169184.375093694
1766,190318.12701961
1767,230994.550627347
1768,141981.711169139
1769,180096.577726113
1770,155457.760505034
