"Id","SalePrice"
1461,117256.717872386
1462,159680.57284617
1463,185131.815292594
1464,193622.382261226
1465,202470.071161805
1466,172755.691496179
1467,179451.579479286
1468,163889.530818164
1469,190037.988086415
1470,121860.428864777
1471,198445.565453203
1472,97660.2768312931
1473,96829.5137997349
1474,146924.207881701
1475,116626.091354084
1476,350961.476818349
1477,253875.337690826
1478,281615.739202551
1479,280593.014298785
1480,456984.209363766
1481,333049.737796264
1482,215236.468210885
1483,174851.413278737
1484,164069.096368694
1485,189866.727042562
1486,197130.743164735
1487,329221.039708294
1488,238313.350319215
1489,196272.966534664
1490,228891.98123478
1491,194962.049006621
1492,93363.8945318544
1493,189321.052630729
1494,285221.180120997
1495,291381.328924258
1496,238665.745726102
1497,180065.763447663
1498,164590.953487614
1499,160610.6885371
1500,154070.303187564
1501,172988.552351515
1502,151363.160788742
1503,284951.744183991
1504,244913.368033482
1505,231816.640842576
1506,194392.041222164
1507,244418.301958704
1508,207948.055567089
1509,157489.689588251
1510,142826.749913388
1511,144956.06650032
1512,180664.749683475
1513,139426.292960164
1514,164169.102107625
1515,190642.648962862
1516,155621.586283755
1517,172001.235847848
1518,135417.376650518
1519,219515.449460805
1520,131180.46682707
1521,130593.337970642
1522,172454.55903539
1523,113321.737138363
1524,127196.593226103
1525,115521.012346482
1526,115432.419342469
1527,109190.726753574
1528,143688.614917805
1529,145576.637767586
1530,181063.676628228
1531,108127.587838084
1532,97922.4314427874
1533,148589.287528671
1534,123238.548088125
1535,152215.415068875
1536,110892.656803474
1537,67222.8828811515
1538,156097.458687999
1539,199696.032602807
1540,96653.4382019884
1541,144887.499540764
1542,130005.063176644
1543,191265.552759459
1544,85835.0389691085
1545,117592.730706379
1546,134564.725365815
1547,132268.202326173
1548,137645.982159038
1549,121816.326440383
1550,135624.338540491
1551,115957.687734809
1552,134102.288987099
1553,153867.092650476
1554,121767.688481241
1555,162812.636989104
1556,88413.6912730329
1557,107755.486477176
1558,101225.325155083
1559,82512.9220871154
1560,133905.576213502
1561,134715.061762561
1562,132278.788418146
1563,122676.765119662
1564,164506.274156005
1565,146290.175442711
1566,240126.496714646
1567,74852.9339851127
1568,231756.19315247
1569,124888.653933391
1570,140482.677599815
1571,124304.830236826
1572,143339.600432404
1573,224577.799964678
1574,119137.182953489
1575,230037.221135455
1576,258374.639216201
1577,185675.643361525
1578,146358.598317303
1579,143191.979968313
1580,195481.577152691
1581,156359.14220571
1582,127059.894086979
1583,312453.936210429
1584,222762.31380545
1585,141017.050294186
1586,67743.8897641967
1587,100998.696038233
1588,147662.032470355
1589,97836.0340614168
1590,134650.875095732
1591,93627.7508185707
1592,115924.955772409
1593,123114.188472503
1594,125343.297744648
1595,110541.470670588
1596,236632.263632157
1597,196788.633365992
1598,231844.84551162
1599,174729.138995908
1600,169996.850720896
1601,61509.7683958463
1602,109338.06781045
1603,78899.2998011293
1604,264281.659184803
1605,245574.773423699
1606,173485.221881559
1607,177994.124229593
1608,218242.042596178
1609,185093.008319587
1610,150609.51658831
1611,139167.060747289
1612,166905.761389176
1613,161235.366220656
1614,123663.967611114
1615,93394.7167061477
1616,81359.7879966176
1617,93561.6661046282
1618,123795.283736613
1619,136093.952453681
1620,162587.592325643
1621,135748.861314324
1622,142671.426908485
1623,267211.697691071
1624,218807.211425922
1625,116903.90861517
1626,170537.708717917
1627,188899.166730309
1628,272575.735914679
1629,183200.636703809
1630,351845.247316194
1631,229593.061827546
1632,253039.469001904
1633,174384.809439315
1634,186017.895745883
1635,181927.548379807
1636,153576.651405325
1637,197067.04071312
1638,183766.672328007
1639,182310.737849082
1640,252195.113462849
1641,182579.609196136
1642,235276.003338063
1643,223891.246414272
1644,233985.556115905
1645,208326.587170948
1646,162116.912485444
1647,157381.954319247
1648,129385.175383895
1649,141961.503393537
1650,114986.972532046
1651,118674.428470285
1652,101890.637546559
1653,103746.943523534
1654,146316.975857325
1655,142749.440827696
1656,139673.945772333
1657,146675.12554455
1658,145255.715781734
1659,121228.332811326
1660,154656.344725348
1661,421581.549880482
1662,397085.983552429
1663,373236.976532016
1664,389106.603794261
1665,297985.324551813
1666,325800.342057515
1667,370924.501839094
1668,334064.785558139
1669,299426.077461347
1670,343548.099888151
1671,260521.728950233
1672,416008.382774921
1673,294625.674430068
1674,248047.823784023
1675,194888.409343774
1676,197844.746684419
1677,224040.460105664
1678,388889.546252314
1679,375752.394727652
1680,333210.805918162
1681,243979.13524713
1682,304508.782516781
1683,184450.489903187
1684,179755.950312809
1685,175659.378569697
1686,171529.329947
1687,174986.536056087
1688,194437.803296244
1689,196579.504498884
1690,198078.228127537
1691,189718.332618874
1692,259598.6459977
1693,173615.542075937
1694,182569.766128575
1695,167340.782845998
1696,281914.597684425
1697,171751.407016613
1698,346097.499707478
1699,305825.476035114
1700,248916.502570348
1701,268898.085842818
1702,245349.02754145
1703,250075.767824212
1704,286850.599441785
1705,230510.65657206
1706,326152.580463063
1707,209633.002553186
1708,201942.483777671
1709,273221.790385326
1710,221931.571121974
1711,265947.192882308
1712,255932.525551009
1713,272484.355177704
1714,227432.19399214
1715,214962.102291894
1716,181180.806516109
1717,179006.684206446
1718,136096.734329136
1719,201546.25383192
1720,236883.723564499
1721,167797.245314856
1722,129080.23817034
1723,160136.12047991
1724,211598.158954733
1725,239688.375750781
1726,190759.359359217
1727,157774.26208047
1728,181184.313269219
1729,168490.677497599
1730,159526.639067333
1731,119414.781490818
1732,126893.739657562
1733,112581.823239795
1734,119408.727799666
1735,131226.957379931
1736,110476.226863967
1737,317353.222561291
1738,240824.645620815
1739,236705.058233745
1740,214544.482388187
1741,190150.825365447
1742,172435.258518765
1743,181016.345734535
1744,305378.429325968
1745,203447.623211653
1746,192305.248826971
1747,220821.597755796
1748,219814.064731849
1749,153933.007763466
1750,129839.349341205
1751,247290.476033127
1752,120355.439675425
1753,146514.495444085
1754,201071.754313487
1755,170372.213827662
1756,115771.75910376
1757,119108.472950606
1758,143412.599664832
1759,164548.708661462
1760,167870.556445745
1761,145353.147286219
1762,176722.128276317
1763,178563.300795741
1764,116617.679422146
1765,167647.339855018
1766,188427.071432148
1767,231583.902291823
1768,143377.365895734
1769,175311.619334052
1770,154002.920313453
1771,126811.306274447
1772,135328.195823704
1773,122575.650985274
1774,144955.66251648
1775,142566.997186334
1776,123030.827818257
1777,106998.178342003
1778,143807.150629747
1779,113901.238123773
1780,176475.150259355
1781,128036.65579653
1782,86103.6033120102
1783,151396.789950106
1784,105424.910659141
1785,117425.269672931
1786,148871.833448741
1787,168408.963012758
1788,60967.5179416875
1789,101523.116319219
1790,79038.8482899509
1791,186626.148710357
1792,155123.442223501
1793,131419.116713325
1794,156162.748512184
1795,133934.86813048
1796,124702.937944297
1797,120566.394726901
1798,120332.855628311
1799,110614.640420303
1800,126430.689452933
1801,130999.188216569
1802,142670.93837357
1803,146295.458056531
1804,145432.895012439
1805,138292.748698457
1806,123790.630347328
1807,130224.957498856
1808,129651.274829223
1809,123875.780196252
1810,136716.645071936
1811,94248.8934799351
1812,100348.264037522
1813,126107.356147712
1814,91910.8223144111
1815,55152.9124584636
1816,93976.4355146256
1817,112332.865451328
1818,145114.587173983
1819,129170.451999356
1820,70758.1414347342
1821,113631.370187907
1822,150871.694016561
1823,53434.1030619695
1824,123879.634872746
1825,134521.781836854
1826,107083.782944307
1827,104037.786921814
1828,134190.866010747
1829,131572.076522948
1830,142858.160500833
1831,149919.05447038
1832,82958.3236806918
1833,133662.035553623
1834,123262.204823605
1835,130580.728513767
1836,124745.940414384
1837,84775.7862191216
1838,128234.972248718
1839,97820.9094444441
1840,151324.555663172
1841,142832.903536294
